"age","over_budget","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","condition","grade","sqft_above","lat","long","distance","sqft_living15","sqft_lot15","waterfront","view","basement","renovated","season"
63,"no",357500,3,1,1450,8100,1,3,6,1450,47.7027,-122.289,6.339484,1450,7800,"no","no","no","no","non-summer"
12,"no",459500,2,1.5,1170,1079,3,3,7,1170,47.6607,-122.333,5.558871,1170,1116,"no","no","no","no","summer"
21,"no",258000,3,2.5,1730,6930,2,3,8,1730,47.2621,-122.308,24.99597,1780,6930,"no","no","no","no","summer"
53,"no",6e+05,3,2.25,2680,98445,1,5,8,2680,47.5015,-122.108,9.969659,2340,98445,"no","no","no","no","non-summer"
78,"no",665000,3,1,1260,24550,1.5,4,7,1260,47.5442,-122.396,9.342652,2500,12320,"no","yes","no","no","summer"
56,"no",165000,3,1.5,1020,10152,1,5,6,1020,47.4971,-122.168,8.970261,1320,8892,"no","no","no","no","non-summer"
21,"no",297000,5,2.5,1970,8605,2,4,7,1970,47.1944,-122.013,31.10795,1970,8460,"no","no","no","no","summer"
73,"no",350000,2,1,830,5100,1,4,7,830,47.5259,-122.379,9.51385,1220,5100,"no","no","no","no","non-summer"
7,"yes",2450000,4,4.5,5030,11023,2,3,11,3250,47.5722,-122.236,3.314509,3640,11490,"no","yes","yes","no","summer"
57,"no",180000,2,1,800,9450,1,3,6,800,47.4563,-122.184,11.51243,1090,9450,"no","no","no","no","summer"
34,"no",339950,3,1.75,1330,12092,1,4,6,720,47.5102,-122.324,8.761333,1770,11770,"no","no","yes","no","non-summer"
63,"no",365000,3,1,1030,4700,1,3,7,1030,47.5118,-122.377,10.14185,1030,4700,"no","no","no","no","non-summer"
14,"yes",955000,4,4.25,5660,193593,2,3,10,4100,47.7064,-121.981,13.03439,3620,207141,"no","no","yes","no","summer"
11,"yes",732000,3,2.5,2330,1987,2,3,9,1410,47.6735,-122.405,8.945496,2640,5250,"no","yes","yes","no","summer"
68,"no",5e+05,3,1.75,1540,10800,1,5,6,770,47.5763,-122.222,3.042331,2020,10800,"no","no","yes","no","summer"
54,"no",610000,6,2.75,2040,8560,1,4,7,1100,47.616,-122.115,5.363168,2230,8560,"no","yes","yes","no","non-summer"
11,"no",525000,3,2,1540,7800,1,3,8,1540,47.7041,-122.288,6.407052,1510,7800,"no","no","no","no","summer"
49,"no",170000,4,1,1920,13787,1,4,7,1220,47.4502,-122.277,11.93528,1490,11200,"no","no","yes","no","summer"
10,"no",3e+05,3,2.5,1870,3439,2,3,7,1870,47.3992,-122.163,15.57313,2190,4029,"no","no","no","no","summer"
29,"no",389500,5,3.5,2960,12527,2,3,9,1940,47.3134,-122.35,21.91321,2210,10952,"no","no","yes","no","non-summer"
60,"no",330000,3,1.5,1690,10250,1,4,7,1690,47.4531,-122.344,12.69885,1990,11084,"no","no","no","no","non-summer"
27,"no",269950,3,2.25,1610,7187,2,3,7,1610,47.3764,-122.117,17.63854,1640,7194,"no","no","no","no","non-summer"
67,"no",107000,2,1,670,4720,1,4,6,670,47.5243,-122.358,8.906427,1480,4720,"no","no","no","no","summer"
10,"no",249000,3,1,1752,14626,2,3,8,1752,47.3755,-122.278,17.04146,1800,9000,"no","yes","no","no","non-summer"
80,"no",442500,4,2,1540,5920,1.5,5,7,1540,47.7148,-122.301,7.336086,1630,6216,"no","no","no","no","summer"
13,"no",579000,3,2.5,3160,286181,2,3,9,3160,47.3401,-121.946,23.44977,2110,94663,"no","yes","no","no","non-summer"
31,"no",621500,3,1.75,2570,39634,2,3,8,2570,47.596,-122.08,7.18155,2990,39634,"no","no","no","no","non-summer"
57,"no",203000,3,1.5,1370,7500,1,3,7,1080,47.4167,-122.322,14.6882,1400,7500,"no","no","yes","no","non-summer"
73,"no",222900,2,1,860,5800,1,5,5,860,47.4979,-122.183,8.716373,900,6000,"no","no","no","no","summer"
24,"no",453000,2,1.5,1680,17400,1.5,3,7,1680,47.3836,-122.006,19.39375,1610,27600,"no","no","no","no","non-summer"
74,"no",190000,1,0.75,930,29258,1,3,6,930,47.4837,-122.236,9.421681,2000,18321,"no","no","no","no","summer"
53,"no",320000,4,1.75,1820,7381,1,5,7,1150,47.4567,-122.171,11.61385,1610,8462,"no","no","yes","no","non-summer"
111,"yes",733500,3,1.5,2120,4370,1.5,3,8,2120,47.606,-122.307,3.714718,1960,5120,"no","no","no","no","non-summer"
21,"no",555000,4,2.25,3330,21785,2,3,9,3330,47.4725,-122.136,11.0943,3330,21796,"no","no","no","no","non-summer"
12,"no",364950,3,2.25,2520,6170,2,3,7,1850,47.3522,-122.042,20.47996,2260,6967,"no","no","yes","no","non-summer"
26,"no",490000,3,1.75,1560,9247,1,3,7,1160,47.6954,-122.174,5.825211,1690,8772,"no","no","yes","no","non-summer"
58,"no",688000,5,1.75,2250,13526,1,3,8,1350,47.7108,-122.279,6.675221,2580,10078,"no","yes","yes","no","non-summer"
73,"no",165000,2,1,640,7768,1,3,6,640,47.515,-122.359,9.423376,840,7424,"no","no","no","no","summer"
11,"no",506000,5,3.75,3880,8370,2,4,7,3880,47.4811,-122.179,9.887477,2160,4651,"no","no","no","no","non-summer"
110,"yes",2193000,3,2.25,3360,7108,2,3,10,2770,47.6187,-122.284,2.51655,3450,8558,"no","no","yes","yes","non-summer"
47,"yes",754000,5,1.75,2350,7800,1,4,8,1510,47.6225,-122.107,5.730884,2220,8400,"no","no","yes","no","non-summer"
56,"yes",949950,5,2.5,2340,1989,2,3,8,2340,47.5193,-122.257,7.070706,2200,3230,"yes","yes","no","no","non-summer"
12,"no",443600,3,2.5,1430,1056,3,3,8,1430,47.684,-122.388,8.581073,1310,2135,"no","no","no","no","summer"
17,"no",380600,3,2.5,1920,12244,2,3,7,1920,47.7256,-121.97,14.12672,1920,11859,"no","no","no","no","summer"
30,"yes",722800,3,3.25,4330,14600,2,3,10,3630,47.6341,-122.044,8.715933,3220,12672,"no","no","yes","no","non-summer"
67,"no",342888,2,1,790,5150,1,4,6,790,47.5528,-122.272,5.038811,1460,5150,"no","no","no","no","non-summer"
58,"no",555000,4,1.75,2350,5946,1,3,8,1350,47.6879,-122.298,5.659195,2060,6000,"no","yes","yes","no","summer"
24,"no",613000,3,2.5,1350,3068,2,3,7,1350,47.6099,-122.293,3.016191,1900,4000,"no","no","no","no","summer"
59,"no",480000,3,2,1470,10052,1,4,8,1470,47.726,-122.316,8.345655,1480,9780,"no","no","no","no","summer"
104,"no",619500,6,1.5,1680,5202,1.5,2,7,1680,47.6798,-122.206,4.280176,1890,5500,"no","no","no","no","non-summer"
35,"no",437000,4,2.5,1890,8505,1,3,8,1290,47.6796,-122.115,6.753538,1720,9600,"no","no","yes","no","summer"
56,"no",621000,4,2.5,2030,9905,1,4,8,2030,47.5518,-122.184,5.176927,2130,10008,"no","no","no","no","non-summer"
109,"yes",810000,4,1.75,1760,4080,1.5,4,8,1760,47.675,-122.331,6.045163,1760,6120,"no","no","no","no","summer"
51,"no",415000,3,2.25,1950,8868,1,3,7,1350,47.7538,-122.312,10.00066,1300,8880,"no","no","yes","no","summer"
97,"no",250000,4,1,1440,7404,1,3,6,1080,47.5328,-122.379,9.194285,1620,7436,"no","no","yes","no","non-summer"
47,"no",585000,3,1.5,2230,6000,1,3,8,1260,47.5373,-122.395,9.580973,2120,7200,"no","yes","yes","no","non-summer"
69,"no",220000,3,1,1180,5002,1.5,3,7,1180,47.7529,-122.324,10.17039,1470,8410,"no","no","no","no","summer"
52,"no",580000,5,2.5,2500,11900,1,3,7,1400,47.5915,-122.132,4.971929,2820,11900,"no","no","yes","no","non-summer"
51,"yes",1320000,3,2.75,2680,20104,1,5,9,1820,47.6304,-122.234,0.7423289,3060,19837,"no","no","yes","no","summer"
47,"no",675000,4,2.5,2040,9225,1,5,8,1610,47.636,-122.097,6.291088,1730,9225,"no","no","yes","no","summer"
13,"no",695000,4,2.75,2660,7389,2,3,9,2660,47.5993,-121.977,11.87164,2820,7388,"no","no","no","no","non-summer"
61,"yes",915000,5,2.75,2580,7630,1,4,7,1730,47.6226,-122.205,1.178061,2040,7717,"no","no","yes","no","non-summer"
68,"no",375000,3,1,1000,6947,1,4,7,1000,47.7142,-122.319,7.714426,1000,6947,"no","no","no","no","non-summer"
7,"no",5e+05,3,1.5,1330,1265,2,3,8,1140,47.5773,-122.409,8.846352,1330,1264,"no","no","yes","no","non-summer"
11,"no",335000,2,2,1420,5185,1,3,7,1420,47.3543,-122.022,20.7688,2140,4890,"no","no","no","no","non-summer"
103,"no",170000,2,1,1280,21750,1.5,5,6,1280,47.3096,-122.241,21.45296,1520,21750,"no","no","no","no","summer"
44,"no",320900,5,2.5,2200,8500,1,4,7,1400,47.3073,-122.006,24.00601,1360,8855,"no","no","yes","no","non-summer"
37,"no",508000,3,1.75,1800,8462,1,3,8,1440,47.6623,-122.141,5.070383,2210,8436,"no","no","yes","no","non-summer"
47,"no",228950,3,1.75,1200,9085,1,4,7,1200,47.2795,-122.353,24.2183,1200,9085,"no","no","no","no","summer"
86,"no",433000,4,2,1840,4760,1.5,4,6,1080,47.5297,-122.349,8.348399,1170,5950,"no","no","yes","no","summer"
64,"no",267500,2,1,960,5150,1,5,6,960,47.5201,-122.372,9.563665,1010,5000,"no","no","no","no","summer"
76,"yes",910000,4,1.5,2890,9000,2,3,8,2090,47.5682,-122.274,4.124695,2550,8400,"no","yes","yes","no","non-summer"
31,"no",370000,3,1.75,1290,10117,1,3,7,1290,47.7598,-122.146,10.41953,1770,11839,"no","no","no","no","non-summer"
104,"no",320000,2,1,1140,3834,1.5,3,6,1140,47.5642,-122.378,7.900943,1190,5750,"no","no","no","no","non-summer"
59,"no",660000,3,1.75,1750,5200,1,4,8,1750,47.6995,-122.383,8.992755,2060,5200,"no","yes","no","no","non-summer"
38,"yes",787888,4,2.25,2580,21115,2,4,9,2580,47.5566,-122.219,4.410456,2690,10165,"no","no","no","no","summer"
10,"no",329000,4,2.5,2650,5880,2,3,9,2650,47.3509,-122.165,18.83929,2610,6490,"no","no","no","no","non-summer"
74,"no",602000,2,1,1470,6398,1,4,7,970,47.6716,-122.279,4.232454,1950,6398,"no","no","yes","no","non-summer"
56,"no",375000,3,2,1640,9750,1,3,7,1640,47.7425,-122.241,8.47948,1340,9750,"no","no","no","no","non-summer"
89,"no",212000,1,1,620,7620,1,3,6,620,47.4697,-122.349,11.7749,1160,7620,"no","no","no","no","summer"
38,"no",224000,3,1.5,1440,8370,1,3,7,1440,47.5418,-122.275,5.795939,1440,8370,"no","no","no","no","summer"
29,"no",315500,3,2,1160,10079,1,3,7,1160,47.7341,-121.976,14.20497,1130,10087,"no","no","no","no","non-summer"
113,"no",350000,2,1,1070,2880,1,3,7,1070,47.6261,-122.324,4.397802,2030,2880,"no","no","no","no","non-summer"
26,"no",389000,6,4.5,3560,14010,2,3,7,3560,47.3244,-122.217,20.43324,1710,11116,"no","no","no","no","summer"
53,"no",285000,3,1.75,1720,13104,1,4,7,1720,47.4709,-122.26,10.39651,1840,13104,"no","no","no","no","summer"
57,"no",425000,3,1.75,1530,9800,1,5,8,1530,47.7655,-122.336,11.19686,1660,9800,"no","no","no","no","non-summer"
35,"no",190000,3,1.75,1270,7875,1,4,7,1270,47.3696,-122.17,17.52643,1830,7210,"no","no","no","no","non-summer"
44,"no",374000,3,1.75,1510,18439,1,3,7,1510,47.5491,-122.046,9.875781,1600,34326,"no","no","no","no","summer"
111,"no",292000,2,1,880,5500,1,3,6,880,47.5573,-122.289,5.131012,1080,5500,"no","no","no","no","summer"
104,"no",475000,5,1.75,2020,5100,1.5,5,7,1320,47.6915,-122.345,7.283653,1130,5100,"no","no","yes","no","summer"
30,"no",546500,3,2.5,1410,2675,1,3,7,820,47.6786,-122.371,7.711497,1410,4013,"no","no","yes","no","non-summer"
61,"no",82000,3,1,860,10426,1,3,6,860,47.4987,-122.341,9.850342,1140,11250,"no","no","no","no","non-summer"
61,"no",219900,3,1,860,10426,1,3,6,860,47.4987,-122.341,9.850342,1140,11250,"no","no","no","no","non-summer"
105,"no",440000,3,1,1210,5750,1.5,4,7,1210,47.5403,-122.391,9.307689,1160,5000,"no","no","no","no","summer"
96,"no",4e+05,3,2.5,2090,32718,2,3,7,1550,47.3338,-122.511,23.73272,1200,192268,"yes","yes","yes","yes","non-summer"
60,"no",453000,3,1.75,1430,20193,1,3,7,1430,47.5619,-122.183,4.57294,2140,18364,"no","no","no","no","non-summer"
32,"no",330000,6,3.25,2120,6893,1,4,7,1060,47.5508,-122.355,7.536336,1380,6986,"no","no","yes","no","summer"
24,"no",359950,3,2.75,2540,8604,2,3,8,2540,47.3209,-122.185,20.77264,2260,7438,"no","no","no","no","summer"
32,"no",616000,4,2.5,2490,12929,2,3,9,2490,47.6161,-122.021,9.737742,2440,12929,"no","no","no","no","summer"
55,"no",245000,2,1,670,2356,1,5,6,670,47.5918,-122.295,3.600754,1220,1740,"no","no","no","no","non-summer"
18,"no",296000,2,2,1320,2040,3,3,7,1320,47.7224,-122.291,7.623252,1430,2040,"no","no","no","no","non-summer"
91,"no",193000,2,1,950,9000,1,3,6,950,47.5219,-122.361,9.123323,1000,8280,"no","no","no","no","non-summer"
88,"no",456000,3,2,1870,8442,1.5,5,7,1060,47.6964,-122.365,8.205961,1640,6174,"no","no","yes","no","summer"
59,"no",480000,4,1.75,1840,9250,1,4,7,980,47.708,-122.337,7.858807,1520,9250,"no","no","yes","no","non-summer"
10,"no",382000,3,3.25,1410,1253,3,3,8,1410,47.6981,-122.34,7.438088,1410,1253,"no","no","no","no","summer"
111,"no",650000,2,1,1050,2542,1,3,7,880,47.6172,-122.298,3.172918,1620,1809,"no","no","yes","no","summer"
58,"no",431750,2,2,1400,10052,1,3,8,1400,47.7262,-122.316,8.357781,1400,8785,"no","no","no","no","non-summer"
18,"no",419900,3,2.5,1630,1755,2,3,8,1320,47.691,-122.176,5.511979,1920,14550,"no","no","yes","no","summer"
20,"no",315000,3,2,1900,9513,1,3,8,1900,47.2843,-122.357,23.94182,1790,8028,"no","no","no","no","non-summer"
36,"no",597500,4,3,1890,35280,1,3,9,1510,47.7112,-122.099,8.767246,2730,34525,"no","no","yes","no","non-summer"
37,"no",615000,3,2.5,2980,43301,1,4,8,1930,47.7631,-122.093,11.76258,2890,35915,"no","no","yes","no","non-summer"
31,"no",605000,4,3.25,2885,33671,2,4,8,2885,47.5174,-122.046,11.12799,1910,16000,"no","no","no","no","non-summer"
25,"no",220000,3,2.5,1980,11900,2,3,8,1980,47.2656,-122.217,24.49448,2130,9933,"no","no","no","no","non-summer"
55,"no",340000,4,2.5,3020,8750,1,3,8,1710,47.4298,-122.29,13.43655,1900,8750,"no","no","yes","no","non-summer"
14,"no",620000,4,2.5,2980,210395,2,3,9,2980,47.4575,-121.707,26.85493,2530,45596,"no","no","no","no","non-summer"
42,"no",602000,5,1.75,3290,11900,1.5,3,8,3290,47.6626,-122.141,5.08235,2210,8549,"no","no","no","no","summer"
64,"no",575000,3,1.75,1580,11750,1,4,7,1180,47.5368,-122.265,5.975615,2150,11750,"no","no","yes","no","summer"
28,"no",285000,3,2.5,2090,10834,1,4,8,1360,47.3537,-122.303,18.71279,1750,8595,"no","no","yes","no","summer"
50,"no",306500,3,1.5,1100,8140,1,4,7,1100,47.5004,-122.162,8.851008,1430,7700,"no","no","no","no","non-summer"
13,"no",325000,3,2.5,1870,3480,2,3,7,1870,47.4831,-122.183,9.709592,2160,3480,"no","no","no","no","non-summer"
42,"no",623000,3,2.75,2390,21804,1,3,8,1450,47.7339,-122.183,8.167919,2390,10136,"no","no","yes","no","non-summer"
22,"no",256500,3,2,1320,8568,1,3,7,1320,47.3904,-122.164,16.16033,1600,8463,"no","no","no","no","non-summer"
13,"no",473000,5,3.5,3430,6872,2,3,10,2830,47.4065,-122.207,14.79059,3650,6600,"no","no","yes","no","non-summer"
30,"no",549000,3,2.5,2250,9235,2,3,8,2250,47.7268,-122.105,9.395458,2290,8187,"no","no","no","no","non-summer"
29,"no",305000,3,1,1710,19115,1,3,6,1710,47.656,-121.913,14.96653,1650,15144,"no","no","no","no","non-summer"
27,"no",317000,4,2.5,2160,8049,2,3,9,2160,47.3337,-122.26,19.83119,2490,8995,"no","no","no","no","non-summer"
52,"no",450000,3,1.75,1400,13775,1,3,8,1400,47.7413,-122.259,8.48899,2200,10450,"no","no","no","no","summer"
68,"no",225000,2,2.5,1560,5333,1,3,5,780,47.4749,-122.213,10.05685,1010,4800,"no","no","yes","no","non-summer"
59,"no",5e+05,5,2,2300,7897,2.5,4,8,2300,47.7556,-122.356,11.0511,2030,7902,"no","no","no","no","non-summer"
60,"no",207000,2,1,820,4860,1,5,6,820,47.5298,-122.271,6.518725,1240,6000,"no","no","no","no","summer"
67,"no",474900,3,1,1630,8308,1.5,3,7,1630,47.5075,-122.378,10.39388,1170,8308,"no","no","no","no","summer"
21,"no",515000,3,2.5,2010,7200,2,3,8,2010,47.7372,-122.223,8.104373,1970,7202,"no","no","no","no","summer"
93,"no",542000,4,1,1540,5000,1.5,4,7,1090,47.6754,-122.294,4.850459,1590,5000,"no","no","yes","no","non-summer"
38,"yes",725000,4,2.75,2420,10962,1,3,8,1530,47.6218,-122.152,3.634721,2620,13200,"no","no","yes","no","summer"
12,"no",314950,3,2.5,1690,4533,2,3,7,1690,47.3575,-122.016,20.70718,1830,5175,"no","no","no","no","non-summer"
32,"no",375000,3,2,1410,10078,1,4,6,1410,47.7587,-122.144,10.3846,2090,9202,"no","no","no","no","non-summer"
26,"no",5e+05,3,1.75,1640,47044,1,3,7,1640,47.654,-121.94,13.70447,2280,200811,"no","no","no","no","summer"
37,"no",689000,3,1.75,2200,9840,1,5,8,1500,47.559,-122.136,6.078787,2410,9623,"no","no","yes","no","summer"
9,"no",525000,3,2.25,1290,1182,2,3,8,1000,47.637,-122.327,4.667027,1300,1169,"no","no","yes","no","non-summer"
47,"no",360000,3,1.5,1060,6232,1,4,7,1060,47.5329,-122.271,6.31424,1120,5379,"no","no","no","no","summer"
67,"no",425000,3,1,1240,5750,1,4,6,1240,47.564,-122.398,8.732386,1240,5750,"no","no","no","no","summer"
66,"no",239950,2,1,1280,5500,1,3,7,1280,47.5179,-122.264,7.230375,1270,5500,"no","no","no","no","non-summer"
100,"no",577500,2,2.5,2330,3000,2,3,8,2330,47.5953,-122.294,3.435255,1760,4000,"no","yes","no","yes","non-summer"
67,"no",615000,3,1.75,2360,7291,1,4,8,1360,47.5274,-122.384,9.615968,1860,5499,"no","no","yes","no","summer"
18,"no",516000,4,2.75,2210,10800,1,4,8,1170,47.6086,-122.059,8.003618,2210,10800,"no","no","yes","no","summer"
29,"yes",1218000,4,2.75,3670,15400,2,4,10,3670,47.5581,-122.156,5.493958,3370,13300,"no","yes","no","no","summer"
78,"yes",1655000,4,3.5,3080,4815,2,3,10,2300,47.6417,-122.411,8.5602,2910,5350,"no","yes","yes","yes","summer"
72,"no",315000,2,1,770,6731,1,4,6,770,47.7505,-122.312,9.790313,1120,9212,"no","no","no","no","summer"
56,"no",250000,4,2,2600,9000,1,3,8,1410,47.381,-122.299,16.82466,2600,7200,"no","no","yes","no","non-summer"
73,"no",250000,4,1.5,1220,4900,1,3,6,1220,47.5292,-122.269,6.531817,1410,3000,"no","no","no","no","non-summer"
48,"yes",925000,4,2.5,2910,48351,1,4,8,1910,47.6495,-122.164,3.687464,2760,43560,"no","no","yes","no","non-summer"
60,"no",358000,3,1,1150,4681,1,3,7,1150,47.7284,-122.336,8.967575,1150,6800,"no","no","no","no","summer"
18,"no",262000,3,2.5,1700,6200,2,3,8,1700,47.2621,-122.221,24.73235,1720,6205,"no","no","no","no","summer"
51,"no",5e+05,3,1.75,1220,7370,1,4,7,1220,47.6334,-122.12,5.20532,1580,8213,"no","no","no","no","non-summer"
96,"yes",1300000,5,1,1670,6400,1.5,3,8,1670,47.6542,-122.373,7.064606,1910,2983,"no","no","no","no","summer"
31,"no",5e+05,3,1.75,2420,65501,2,3,8,2420,47.6525,-122.087,7.026292,2970,19036,"no","yes","no","no","summer"
27,"no",675000,3,2.25,2610,9002,2,3,9,2610,47.6909,-122.104,7.641089,2320,8306,"no","no","no","no","summer"
60,"no",235000,3,1,960,5030,1,3,7,960,47.5611,-122.28,4.689412,1460,5400,"no","no","no","no","summer"
60,"no",545000,3,1,960,5030,1,3,7,960,47.5611,-122.28,4.689412,1460,5400,"no","no","no","no","non-summer"
34,"no",350000,3,1,1010,9360,1,3,6,1010,47.6874,-122.168,5.478502,1470,9360,"no","no","no","no","summer"
7,"no",320000,2,2.25,1550,1827,2,3,8,1550,47.5394,-122.368,8.507856,1420,1826,"no","no","no","no","non-summer"
47,"no",452000,5,2.5,5067,13315,1,3,9,3154,47.3391,-122.325,19.90908,2860,13957,"no","yes","yes","no","non-summer"
93,"yes",875000,3,2,2350,6000,1.5,4,8,1990,47.6476,-122.32,4.603938,2010,5040,"no","no","yes","no","summer"
17,"no",325000,3,1.5,1310,2998,2,3,7,1310,47.5873,-122.299,3.929102,1310,2997,"no","no","no","no","non-summer"
68,"yes",756000,4,2.25,2160,5600,1,5,7,1080,47.6442,-122.372,6.819916,1850,5150,"no","no","yes","no","summer"
37,"no",319000,4,2.5,2510,7992,1,3,8,1610,47.3715,-122.285,17.3608,2030,7992,"no","no","yes","no","summer"
89,"no",455000,3,1.75,890,3800,1.5,3,7,750,47.6803,-122.291,5.041845,1280,3800,"no","no","yes","no","non-summer"
62,"no",330000,2,1,1129,3840,1,3,7,1129,47.5313,-122.351,8.328892,1300,3880,"no","no","no","no","non-summer"
35,"no",510000,4,3.25,1980,9988,1,3,8,1340,47.6883,-122.111,7.276344,1980,8972,"no","no","yes","no","non-summer"
51,"no",532000,3,1,2360,5012,1,3,7,1560,47.5705,-122.384,7.948969,1690,4800,"no","no","yes","no","non-summer"
1,"yes",775000,3,2.5,2480,5007,2,3,8,1960,47.6974,-122.369,8.393151,1650,7806,"no","no","yes","no","non-summer"
62,"no",410000,3,1.75,2160,4000,1,3,7,1080,47.5721,-122.309,4.950011,1260,3200,"no","no","yes","no","non-summer"
100,"no",205000,2,1.75,1740,5100,1,3,6,580,47.5211,-122.33,8.272026,1440,5100,"no","no","yes","no","non-summer"
16,"no",585000,4,2.5,2430,6766,2,3,8,2430,47.7294,-122.358,9.622854,1820,6772,"no","no","no","no","non-summer"
40,"no",255000,2,1.75,1950,8200,1,3,8,1950,47.3161,-122.382,22.16544,2370,8000,"no","no","no","no","non-summer"
111,"no",415000,2,1,910,3750,1,3,7,910,47.6772,-122.369,7.581627,1160,4000,"no","no","no","no","summer"
90,"no",459000,4,2,2360,7080,1,5,6,1180,47.5261,-122.376,9.402694,1340,7200,"no","no","yes","no","non-summer"
50,"no",354000,3,1,1130,11250,1,3,7,1130,47.7254,-122.227,7.283855,1410,11250,"no","no","no","no","non-summer"
20,"no",587000,3,2.5,2150,5193,2,3,8,2150,47.6952,-122.187,5.567929,2150,7172,"no","no","no","no","summer"
11,"yes",782000,4,3.5,5270,53428,2,3,10,3440,47.4358,-122.085,14.41331,2340,30904,"no","no","yes","no","summer"
50,"no",570000,3,1.5,1300,7287,1,4,7,1300,47.6889,-122.187,5.16414,1300,9129,"no","no","no","no","summer"
74,"no",414500,3,1,1050,6002,1,3,7,840,47.6988,-122.316,6.757333,1180,6003,"no","no","yes","no","non-summer"
87,"no",185000,4,1,1380,6700,1,3,7,1190,47.4871,-122.281,9.485575,1380,8292,"no","no","yes","no","summer"
54,"no",262500,3,1.5,1610,10291,1,4,7,1610,47.2025,-121.999,30.80258,1410,7729,"no","no","no","no","non-summer"
50,"no",370000,4,2.75,3150,67518,1,4,9,2250,47.3382,-122.196,19.53534,2210,32391,"no","no","yes","no","summer"
61,"no",362500,3,1,1520,9507,1,3,7,1520,47.7162,-122.324,7.956797,1360,7219,"no","no","no","no","non-summer"
22,"no",536000,3,2.5,1990,7397,2,3,9,1990,47.7703,-122.165,10.81585,2210,7397,"no","no","no","no","non-summer"
94,"no",425000,5,2,2500,7804,1.5,3,7,1570,47.5031,-122.348,9.772827,1170,7676,"no","no","yes","no","non-summer"
42,"no",435000,3,2.25,1890,7200,1,4,7,1230,47.7156,-122.317,7.747151,1970,8101,"no","no","yes","no","summer"
73,"no",435000,5,2,1840,9240,1,4,7,1540,47.7308,-122.34,9.208573,1200,5250,"no","no","yes","yes","summer"
73,"no",4e+05,2,1,1220,6300,1,3,7,760,47.5299,-122.387,9.607863,1850,4886,"no","no","yes","no","non-summer"
7,"no",446000,2,1.5,1370,1221,2,3,8,1080,47.6039,-122.307,3.755185,1560,2081,"no","no","yes","no","summer"
56,"yes",1250000,3,2.5,2710,13120,1,3,10,2710,47.6718,-122.256,3.778169,3130,13566,"no","no","no","no","non-summer"
24,"no",3e+05,3,2.25,1760,5421,2,3,7,1760,47.3484,-122.037,20.81762,1570,6000,"no","no","no","no","non-summer"
77,"no",404500,2,1,800,5080,1,3,7,800,47.6978,-122.314,6.646645,1560,5110,"no","no","no","no","summer"
29,"yes",910000,4,2.5,3530,49222,2,4,9,3530,47.7285,-122.112,9.291881,3750,49222,"no","no","no","no","non-summer"
88,"yes",771000,3,2.25,1780,6120,1.5,4,9,1390,47.6025,-122.286,2.875115,1960,5568,"no","no","yes","no","summer"
6,"no",335000,4,2.5,2610,4781,2,3,8,2610,47.2649,-122.292,24.70578,2583,4796,"no","no","no","no","summer"
50,"no",390000,3,1.75,1850,15170,1,3,7,1850,47.4991,-121.774,22.84369,1160,14175,"no","no","no","no","summer"
52,"no",288000,3,2.25,1560,9706,1,4,7,1560,47.3191,-122.213,20.80557,1510,9706,"no","no","no","no","non-summer"
59,"no",403000,3,1.75,1270,10790,1,3,7,1270,47.6647,-122.177,3.953021,1270,10790,"no","no","no","no","non-summer"
9,"no",510000,3,2.25,1420,1309,3,3,8,1420,47.6534,-122.346,5.873079,1500,1282,"no","no","no","no","summer"
35,"yes",751000,6,3,2880,6800,2,3,7,2880,47.5873,-122.299,3.929102,1640,4000,"no","no","no","no","non-summer"
65,"no",408000,3,1,1420,8000,1,3,7,1420,47.5169,-122.255,7.218309,1780,8295,"no","yes","no","no","non-summer"
95,"yes",1014250,3,1,1640,12855,1.5,5,6,1500,47.6169,-122.212,0.8652601,2190,11262,"no","no","yes","no","summer"
59,"no",575000,3,2,1730,9030,1,4,7,1730,47.5875,-122.134,5.004442,1470,9030,"no","no","no","no","non-summer"
64,"no",330000,3,1.75,1250,8100,1,3,7,1250,47.5016,-122.348,9.858701,1300,8175,"no","no","no","yes","non-summer"
2,"no",565000,3,2.25,1520,1221,3,3,8,1520,47.674,-122.377,7.793741,1550,4750,"no","no","no","no","summer"
16,"no",456000,3,2.5,1820,2935,2,3,8,1820,47.6018,-122.021,9.816224,1820,2936,"no","no","no","no","non-summer"
25,"no",652500,4,2.5,2700,9122,2,3,9,2700,47.5771,-121.994,11.38813,2500,9122,"no","no","no","no","summer"
66,"no",582000,3,1.75,1820,3140,2,5,8,1820,47.5271,-122.384,9.629788,2030,5499,"no","no","no","yes","non-summer"
11,"no",7e+05,4,2.5,2770,5686,2,3,9,2770,47.5997,-121.973,12.05334,2910,5000,"no","no","no","no","summer"
98,"no",235000,2,1,1270,9182,1.5,3,6,1270,47.5365,-122.378,8.992832,1760,9100,"no","no","no","no","non-summer"
38,"no",460000,3,1.75,1400,12155,1,4,7,1400,47.5926,-122.047,8.732681,2540,23522,"no","no","no","no","summer"
34,"no",475000,3,2.25,1820,8008,1,3,8,1240,47.7206,-122.11,8.915602,2030,8750,"no","no","yes","no","summer"
12,"no",579000,2,2,1870,6275,1,3,8,1870,47.7108,-122.031,11.18504,1670,5200,"no","no","no","no","summer"
